question1	question2	is_duplicate
소개팅하고 애프터까지 왔는데 설렘이 없어.	소개팅 애프터까지 왔는데 안 설레.	0
이 세상에서 누가 제일 예뻐	이 세상에서 제일 예쁜 사람은	0
조용한 여자가 좋아	조용한 여자가 좋아	0
살면서 남편이 더 좋아져	살면서 남편이 더 좋아져	0
나도 사랑 받고 싶아.	나 좋아해줬으면 좋겠다	0
자꾸 짝남 얼굴 생각나.	짝남 얼굴 생각나.	0
차 렌트 해서 가야겠다.	렌터카 빌려서 돌아 다녀야겠다.	0
짝남한테 고백한다? 안한다?	짝남한테 고백한다? 안한다?	0
남자친구가 데이트 통장을 제안하는데 어떻게 생각해?	남자친구가 데이트 통장을 제안하는데 어떻게 생각해?	0
그림 좀 잘 그렸으면 좋겠다	그림 잘 그리고 싶다	0
소개팅 하고싶다	소개팅도 안 들어와	0
좋아하는 오빠가 최근에 연락이 계속 늦거나 이어지지 않는데 그냥 연락 끊어야 할까.	좋아하는 오빠가 최근에 연락이 계속 늦거나 이어지지 않는데 그냥 연락 끊어야 할까.	0
불편한 사이가 된 거 같아	갑자기 불편한 사이가 된 거 같아	0
휴학하는 게 나을까?	휴학해야하나?	0
고뱄했는데 너무 떨려.	공휴일에 데이트하자고 해봐야지	1
뭐 한두번도 아니지만	뭘해도	1
우리반 여자애가 나 좋아하는 거 너무 티냄.	우리반 여자애가 나 좋아하는 거 너무 티냄.	0
여자친구가 돈을 안 써	여자친구가 돈을 안 써	0
주름살 생겼어	나이먹으니까 주름살 생겨	0
메모리카드 어디다 두었을까	메모리카드 잃어버렸어	0
진급할 때가 된 거 같은데	왜 진급이 안 되지	0
오래 만났어	이제 짝남 보내기로 했어요.	1
멋지게 나이들고 싶다	멋지게 늙고 싶다	0
시급 얼마 받니	최저시급은 받니	0
그 사람 생각에 잠이 안 와.	그 여자를 좋아해도 되는지 고민이 됩니다.	1
누군가 제 이야기를 들어줬으면 해서 올리내.	눈물이 많터냐	1
나는 꼼꼼한데 여친은 안 꼼꼼해.	나도 좋아하는 사람이랑 놀러가고 싶어.	1
주택 청약 가입	주택 청약 시작!	0
이제 정말 놓으려구.	이제 탈퇴합니다	1
썸 타는 사람한테 영화 보자고 할까?	썸 타는 것 같은데 영화 보자고 할까?	0
좋아하는 감정을 억제하는 방법은 뭐지.	좋아하는 감정을 억제하는 방법은 뭐지.	0
드디어 그 순간이 거의 다가왔습니다.	드디어 제가 손을 놓았어.	1
짝녀한테도 철벽쳐요. 성격이 왜 그럴까요.	짝녀한테도 철벽쳐요. 성격이 왜 그럴까요.	0
우와 우와 대박이네	소확행으로 힐링	1
이별하고 목숨까지 끊는 사람들 전혀 이해 못 했는데	이별하려다 붙잡고 다시 사귀는데	1
내가 힘든 게 많다	세상엔 힘든 게 많다	0
만나는게 힘들어지네	만나고 헤어지고 다시 만났어	1
살아야 하는 이유	살아서 좋은점	0
난 안돼 난 못 받아들여 제발	날 보는걸 벌레 보듯하던 니 시선	1
남자친구 자취 선물로 뭐가 좋을까?	남자친구 자취방 선물 뭐가 좋을까?	0
이별 이후.	이별 참 힘드네	1
참 많이 사랑했는데.	참 많이 좋아했는데.	0
부모님이 내 꿈을 반대해	부모님이 내 꿈을 무시해	0
남자친구가 작은 일을 다 잊어버려	남자친구가 소소한 일은 자꾸 잊어버려	0
핸드폰 떨어뜨려서 고장 났나봐	행복해져야해	1
쿠폰 다 모았다.	쿠폰 다 모음	0
그사람이 자꾸 꿈에 나와	글을 쓰게 되네	1
내가 좋아하는 남자를 만나는게 나아? 나를 좋아하는 남자를 만나는게 나아?	내가 좋아하는 남자를 만나는게 나아? 나를 좋아하는 남자를 만나는게 나아?	0
아 오늘 힘드네	아. 힘든 날이네	0
장거리 썸 괜찮을까	장거리 썸 고백해도될까	0
나쁜 사람인 걸 아는데도 좋아하는 마음이 사라지지 않아.	나이트갔는데 이상형 만났어	1
너덜너덜해진 느낌이야	헌신하다 헌신짝 될 거 같아	0
인생 공부한건가	인생의 쓴맛	0
애매모호한 썸 그냥 끝낼까?	애매모호한 썸 그냥 끝낼까?	0
살 때문에 교복이 잘 안들어가	살 쪄서 교복이 껴	0
내가 진짜 미친다.	헤어진지 한달 지났네	1
혼자 좋아하는 이야기.	혼자 좋아하는 이야기 들어볼래요?	0
그냥 내버려 둬 주었으면	나 좀 내버려 뒀으면	0
헤어지자는 남친 잡아도 될지모르겠어	헤어진 날 부터 오늘까지	1
막말 들으니까 좀 힘빠지더군	오늘 더워서 힘이 안나	1
흔적	희생하는 것이 내 방식인 연애. 5년간 사귀다 이별했습니다	1
이건 뭘까?	이게 사람 얼굴인지.	1
저녁하기 귀찮다	짜장면 시킬까	1
여행 가야지	여행 계획 세워야지	0
커피 마시고 싶어	커피 땡기네	0
그 사람이 영화보재	영화 뭐 보지?	1
인형 뽑기 해줘	인형 뽑아줘	0
우리 언니 남친이 날 좋아하는데 방법 좀.	우리 언니 남친이 날 좋아하는데 방법 좀.	0
짝남 관련 악몽을 꿔.	짝남 관련 악몽을 꿔.	0
짝녀가 외국인인데 좋아해도 되나?	짝녀가 외국인인데 좋아해도 되나?	0
짝녀가 외국인인데 연락처 물어봐도 될까.	짝녀가 외국인인데 연락처 물어봐도 될까.	0
만난지 세달만에 결혼 가능함?	만난지 세달만에 결혼하자고 해도 될까?	0
머리 기름낀거 티나나?	머리 안 감은 거 티나나?	0
다 잊었는데 다시 그녀가 나타났어	대화가 잘 통하는 사람이야	1
연락 안하고 가만히 있는게 맞는 걸까?	연락을 기다려야 해? 아니면 찾아가야해?	1
보증금 모잘라	보증금 마련하는 게 쉽지 않네	0
참담하다	처음글남기네여	1
뿌리 염색 다시 해야 되겠다	뿌염해야지	0
불만족스러워	내가 만족을 못해	0
심술나	갑자기 나쁜 생각이 막 들더라	0
좋아하는 사람에게 요리를 해주면 좋아할까?	좋아하는 사람의 호감을 살 수 있는 방법이 뭐가 있을까.	1
준비할 시간을안주네	지금 무작정 보러가는중입니다	1
이제 그만	이제 나름의 정리를 시작해보려구.	1
복전하고 싶어	복수전공하고 싶어	0
시간 진짜 빨리감	시간 왤케 빨리감	0
9년이 넘는 연애를 끝냅니다	가벼워졌다고 생각했는데	1
헤어져야 할 거 아는데 괴로워	헤어졌는데 아픔보다는 미움.원망	1
괜히 화가 나서 짝남한테 연락 끊자고 했어.	딴일로 화났는데 짝남이랑도 싸움	0
동생이 먼저 결혼한데	동생 먼저 결혼시켜야 하나	0
내 사랑이 있을까?	내가 동성을 좋아하는 것 같아.	1
내일 발표 나는데 떨려	내일 발표인데 떨려	0
요리 재밌어	요리하는게 재밌어	0
스트레스 다시는 받지 않는 법	그냥 잊어버리려고 해	1
혼수 준비하는데 돈 많이 들겠지	혼수 비싸겠지	0
대출 언제 다 갚냐	대출이 너무 많아	0
기분 꿀꿀해	오늘 괜히 기분 꿀꿀해	0
3년 반의 만남 끝에 헤어지게 되었습니다.	3년 째 트라우마	1
오늘 까먹고 아무 것도 안 가져 왔다	오늘 아무 것도 안 가져 왔다	0
동거 하다 걸렸어	아놔 동거하다 걸렸어	0
인기 많으려면	친구들한테 인기 얻으려면	0
썸 타는 방법 좀 알려 줘	썸 타는 법 좀	0
그 사람 때문에 하루에도 몇 번씩 기분이 오르락 내리락 해.	그 애도 내 생각을 할까?	1
쌤이 나만 뭐라 해	선생님이 나만 뭐라고 해	0
이제 한 삼주 되었나?	이제는 너를 보낼 시간이 가까이 오는구나.	1
군대를 기다리는게 너무 힘들어	그 남자를 좋아해도 되는지 고민이야.	1
모른척 해줬어	모른척 지나쳤어	0
사내에 좋아하는 여자분이 생겼는데 조심해야겠지.	회사에 좋아하는 여자가 생겼는데 걱정되네.	0
신뢰 회복할 수 있을까?	신뢰에 금 간 거 같은데 회복할 수 있을까?	0
3개월이라는 시간이 흘렀지만 여전히 제자리걸음	3년 동거 돈 싸움. 헤어짐	1
짝사랑 하는 여자애가 오늘 꿈에 나온다면 소원이 없겠네.	짝사랑 하는 여자애가 오늘 꿈에 나온다면 소원이 없겠네.	0
등록금 너무 비싸다. 허리 휨	등록금 비싸다	0
남자친구 폰 봐도 되나	남자친구 핸드폰 몰래 봐도 되나	0
이제 보내주려 합니다.	이제 여친이 마음이 괜잖아진거같아!!!	1
누구세요?	너 누구냐	0
태어나 단한번도 들어보지못한 이별이야기 도와주세	퇴근길에.	1
재밌는 거 뭐 없나	재밌는 일이 없어	0
돈 없으면 결혼도 못하겠다.	결혼하는데 돈 많이 드네	0
재미있는 드라마 끝났어	드라마 볼 게 없어	0
미팅에서 번호 딴 애가 좋은데 뭐라고 연락을 할까?	미팅에서 만난애한테 뭐라고 연락을 할까?	0
여친이 너무 많이 먹어	나 요즘 밥 너무 많이 먹어	1
남사친이라 쓰고 짝남이라 읽는다.	친구 처럼 하는데 사실 좋아해	0
어떻게 하면 나를 좋아하게 만들지	나 좋아하게 만들고 싶다	0
뜻밖에 연락	마냥 헌신하던 제 모습이 처량하고 화가나네	1
뭘 챙겨주면 좋을까	뭘 챙겨주면 좋아할까	0
사랑할수록 행복해	사랑해서 행복해	0
행운을 빌어줘	나한테 행운 좀 왔으면 좋겠어	0
내가 사랑할 자격이 있나	내가 좋아할 자격이 있나	0
딱 1년 연애	딱 1년 연애했네	0
상 좀 받아야 할텐데	나도 상 받고 싶다	0
좋아하는 여자애가 날 좋아하게 만들고 싶은데 조언 좀.	좋아하는 여자애가 날 좋아하게 만들고 싶은데 조언 좀.	0
이제 3개월이네	이제 끝이네	1
짝녀한테 휘둘리고 싶지 않은데 이러는 내가 싫다.	짝녀한테 휘둘리고 싶지 않은데 이러는 내가 싫다.	0
썸녀한테 미련 남아	후회없이 사랑하고 싶어	1
이번엔 또 뭐 해 먹지	뭐해먹지	0
숨어서 찾기 어려운 맛집 찾아서 먹으러 가는 중	맛집 찾아 다니는 취미 생겼어	0
여자친구가 계획적이지 않아서 스트레스 받아.	여자친구가 계획적이지 않아서 스트레스 받아.	0
하아.	한 번은 더 볼 일이 있을 것 같았는데.	1
공황증	과연 사랑이였을까?	1
어떤 사람이 춥다고 나만 옷 벗어줌.	어떤 사람이 춥다고 나만 웃옷 벗어줌.	0
그녀의 카톡	그대가 보고파	1
안경 벗으면 나으려나	안경 안 어울리는 거 같아	0
사랑한다는 걸 느끼는순간	사랑한다고 순간순간 느껴	0
그만 울어야지	그사람은지금대전에있습니다	1
남자가 더 사랑해서 결혼하면 잘 사나요?	남자가 더 사랑해서 결혼하면 잘 사는게 맞나요?	0
마지막 데이트 하고있는데 이 사람이 미워	마지막 문자를 보내버렸어	1
명절 선물 뭐가 좋을지 알려줘	명절 선물 뭐하지	0
꿀잼	재밌다.	0
일인자가 되려면 얼마나 노력해야할까?	일인자가 되려면 피나는 노력이 필요하겠지?	0
잘 살 수 있겠죠	잘 지내니?	1
걱정 좀 없이 살고 싶다.	걱정 없이 살고파	0
첫사랑을 다시 만났어.	첫사랑을 다시 만났어.	0
발목 접질렀어	발목 삐끗했어	0
사랑 글로 배워요	그래 나는 사랑을 글로 배웠어.	0
직장 동료들이랑 술 마셨어	남자친구랑 술 마셨어	1
과일이랑 채소 챙겨 먹어야지	과일 주스 먹어야겠다.	1
나만 좋아하는 건가 자괴감 들어.	나이 차이 많이 나는 짝녀에게 고백해도될까?	1
왜 내가 해야 하지?	내가 왜 해야하는지 모르겠어	0
우리의 사랑은 끝났어	우리의 사랑은 끝났어	0
환승당했다는 여자입니다.	환승하는 년놈들	1
3달이 지났네	45일만에 진짜 헤어지네	1
후련하달까	또 전화 안받아	1
지는 게 진짜 싫어	지기 너무 싫어	0
컴터가 맛이 갔어	내 이름이 없어	1
나도 성공한 사람들 처럼 되고 싶다.	성공하고 싶다	0
썸이 딱 좋은 것 같아. 연애 싫음.	썸이 딱 좋은 것 같아. 연애 싫음.	0
사귀자고 하고 연락 없어	보고 싶은데 문자 못하겠어	1
소개팅 앱에서 만난 사람 좋아하게 되었는데 괜찮은 사람일까요.	소개팅 앱에서 만난 사람 좋아해도 괜찮을까요.	0
자꾸 함부로 대해	나를 너무 함부로 대해	0
비오면 마중 나와 주는 사람 있어서 좋다	우산을 들고 기다려 준데	0
짝사랑 하는 사람이 너무 잘나서 내가 작아보여.	짝사랑 하는 사람이 너무 잘나서 내가 작아보여.	0
썸남 빼빼로 줘야 함?	썸남 빼빼로 주면 어떨까?	0
게임 재미있어.	게임하고 싶어	0
남자친구가 이벤트 해 주면 좋겠다.	남자친구가 이벤트를 잘 안해줘	0
결정적인 물증이 없어	심증은 있는데 물증이 없네	0
압축적으로 잘 놀고 온 거 같아	우리 정말 잘 노는 것 같아	1
과식했다	너무 많이 먹었어	0
소개팅 어색할까봐 안해봤는데	소개팅 안해봤는데	0
용돈 인상해 달라고 말할까	용돈 올려줬으면	0
화를 못 참겠어	순간의 화를 못 참겠어	0
요즘 드라마 너무 재밌네	요즘 드라마가 땡겨	0
고무신 거꾸로 신으면 어쩌지	군대 기다리면 부담스러워할까	1
한강 밤에 가면 좋겠지?	한강 야경 좋지?	0
장난으로 좋아한 거 아닌데	장난으로 좋아한 거 아닌데	0
적응을 못하겠어	새로운 곳에 적응을 못해	0
이번 달에 결혼식 매 주 있어.	이번 달에 결혼식 너무 많아	0
이제 혼자서도 잘할 수 있어.	혼자서도 잘해요	0
새벽에 울다지쳐 신천에나와 지금까지있네	새해부터는 당신 생각 안하려 했는데	1
딱 좋아	떠나간사람은 이렇게도 차갑나?	1
답례품 뭘로 할까?	답례품 뭐하지?	0
3년이란 시간이 흘렀는대도	3달이지났는데 이제야 헤어짐을 확신했네	1
썸남이랑 꽁냥거리는데 설레.	썸남이랑 꽁냥거리는데 설레.	0
주저리주저리	죽고싶네	1
오늘 백일 기념일이야	오늘 만난 지 백일됐어 시간 짱 빠르다. 	0
이 세상에 나 혼자 남겨진 기분.	나 혼자 남겨진 기분.	0
가슴이 허락하질 않네.	간단하게 사랑이라는건.	1
사랑의 정의	사랑을 한 마디로 정의하면?	0
월요일도 아닌데 차가 너무 많아.	월요일도 아닌데 길이 너무 막혀	0
망했으면 망했으면	이제 그만 망했으면	0
연예인도 힘든게 있겠지?	연예인 되면 피곤하겠지?	0
씁쓸	아 오늘 하루는 어떻게 잊어볼까	1
휴우.	흔적이란게 남은걸까	1
먹방 봤는데 나도 먹고 시프당	먹어도 살 안찌면 좋을텐데	1
남사친이랑 잘 맞아서 카톡이 끊어지지 않는데 이거 그린라이트일까?	카톡 계속하는데 이거 그린라이트일까?	0
발표가 안나	중요한 발표 기다리고 있어	0
헤어지고 이제 알았어	헤어지고나서 다시 붙잡길래 믿었어.	1
전 헤어지고 곧장 소개팅을 했죠.	전남친소식을들었어	1
평가 좀 해줘	제대로 평가해줘	0
썸남 만나기로 했는데 뭐 입어?	썸남 만나기로 했어	1
모든게 다 끝났습니다	몰랐던 때로 돌리고싶어	1
나 왜 좋아할까?	나 왜 좋아해?	0
연애다운 연애 하고 싶어	연애다운 연애 하고 싶어	0
여자친구 마중 나가야지	여자친구 마중 나가야지	0
만나기만 하면 자꾸 싸우게돼	만나기만 하면 싸워	0
날씨가 진짜 덥다	너무 더워	0
나만 힘든거 같아	나쁜 꿈을 꿨어	1
좋아하는 사람이 부담스러워할까봐 친구들 여럿이서 보는데.	좋아하는 사람이 외국인인데 날 부담스러워하진 않을까?	1
재밌없어	재밌는게 없어	0
